19-0	160.016617465	50.7375	31.8292842	0.0	-1.3744467859458247	3.141592653589793
19-1	162.35770132919012	47.522109690826525	20.059860835160556	0.0	-1.3744467859458247	3.141592653589793
19-2	164.07149366255697	38.737500000000004	11.444044956309828	0.0	-1.3744467859458247	3.141592653589793
19-3	164.69878519338025	26.7375	8.290437470321113	0.0	-1.3744467859458247	3.141592653589793
19-4	164.07149366255697	14.737500000000006	11.444044956309824	0.0	-1.3744467859458247	3.141592653589793
19-5	162.35770132919012	5.952890309173473	20.059860835160556	0.0	-1.3744467859458247	3.141592653589793
19-6	160.016617465	2.7375000000000007	31.829284199999996	0.0	-1.3744467859458247	3.141592653589793
19-7	157.67553360080987	5.952890309173469	43.59870756483944	0.0	-1.3744467859458247	3.141592653589793
19-8	155.96174126744302	14.73749999999999	52.21452344369017	0.0	-1.3744467859458247	3.141592653589793
19-9	155.33444973661975	26.737499999999997	55.368130929678884	0.0	-1.3744467859458247	3.141592653589793
19-10	155.96174126744302	38.737500000000004	52.21452344369017	0.0	-1.3744467859458247	3.141592653589793
19-11	157.67553360080987	47.522109690826525	43.59870756483946	0.0	-1.3744467859458247	3.141592653589793
38-0	135.65553801	50.7375	90.642132614	0.0	-0.9817477042454419	3.141592653589793
38-1	142.32238080624887	47.522109690826525	80.66449726637859	0.0	-0.9817477042454419	3.141592653589793
38-2	147.2028484591776	38.737500000000004	73.36036125252456	0.0	-0.9817477042454419	3.141592653589793
38-3	148.98922360249776	26.7375	70.68686191875716	0.0	-0.9817477042454419	3.141592653589793
38-4	147.2028484591776	14.737500000000006	73.36036125252454	0.0	-0.9817477042454419	3.141592653589793
38-5	142.32238080624887	5.952890309173473	80.66449726637859	0.0	-0.9817477042454419	3.141592653589793
38-6	135.65553801	2.7375000000000007	90.642132614	0.0	-0.9817477042454419	3.141592653589793
38-7	128.9886952137511	5.952890309173469	100.61976796162142	0.0	-0.9817477042454419	3.141592653589793
38-8	124.10822756082236	14.73749999999999	107.92390397547545	0.0	-0.9817477042454419	3.141592653589793
38-9	122.32185241750223	26.737499999999997	110.59740330924285	0.0	-0.9817477042454419	3.141592653589793
38-10	124.10822756082236	38.737500000000004	107.92390397547545	0.0	-0.9817477042454419	3.141592653589793
38-11	128.9886952137511	47.522109690826525	100.61976796162143	0.0	-0.9817477042454419	3.141592653589793
57-0	90.642132614	50.7375	135.65553801	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-1	100.61976796162142	47.522109690826525	128.9886952137511	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-2	107.92390397547545	38.737500000000004	124.10822756082236	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-3	110.59740330924285	26.7375	122.32185241750223	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-4	107.92390397547547	14.737500000000006	124.10822756082236	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-5	100.61976796162142	5.952890309173473	128.9886952137511	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-6	90.642132614	2.7375000000000007	135.65553801	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-7	80.66449726637859	5.952890309173469	142.32238080624887	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-8	73.36036125252456	14.73749999999999	147.2028484591776	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-9	70.68686191875716	26.737499999999997	148.98922360249776	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-10	73.36036125252456	38.737500000000004	147.2028484591776	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
57-11	80.66449726637858	47.522109690826525	142.32238080624887	-7.412147997781885e-33	-0.5890486225494548	3.141592653589793
76-0	31.8292842	50.7375	160.016617465	0.0	-0.19634954084907186	3.141592653589793
